NR. CRT.,VIN,DATA INTRARE VO,TIP AUTOVEHICUL,MARCA,MODEL,VERSIUNE,CULOARE,AN FABRICATIE,KM,CAPACITATE CILINDRICA,PUTERE,DATA PRIMEI INMATRICULARI,FURNIZOR,PROVENIENTA,Tip,LOCATIA,PRET CUMPARARE HT LEI,PRET EVALUARE TTC EURO,Data validare pret evaluare,REZERVARI,NR NIR,OBSERVATII,Serie caroserie,Nr inmatriculare vehicul,Discount,VANZARE,Curs ? Dacia,Pret vanzare lei TTC,Pret vanzare lei HT,tva,Data aviz plata,Nr factura,Data factura,Nume cumparator,Conditie interioara,Conditie exterioara,Pret evaluare DVS (TVA inclus),Pret evaluare Retail (TVA inclus),Pret Trade-in (TVA inclus),Stare,Data evaluare,FREVO,Data final garantie,Data actuala,Zile ramase garantie,Rate facturate,Perioada contract,CIV,IESIRE ROL,LIVRATE LA CLIENT,DATA OFERTA ANGAJATI,Data evaluare,Zile stoc / data evaluare,Zile stoc / data intrare,Viteza rotatie
1,JN1TDNFE0U0104352,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),VERDE AURORA GREEN,2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"135,862.23 lei",,,,,PEVO04,0104352,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005700VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
2,JN1TDNFE0U0106660,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),VERDE AURORA GREEN,2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"135,862.23 lei",,,,,PEVO04,0106660,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005701VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
3,JN1TDNFE0U0104584,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),GRI METALLIC GREY,2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"135,462.04 lei",,,,,PEVO04,0104584,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005702VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
4,JN1TDNFE0U0104401,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),MARO COPPER (PLAFON NEGRU),2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"136,262.40 lei",,,,,PEVO04,0104401,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005703VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
5,JN1TDNFE0U0104570,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),MARO COPPER (PLAFON NEGRU),2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"136,262.40 lei",,,,,PEVO04,0104570,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005704VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
6,JN1TDNFE0U0104767,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),MARO COPPER (PLAFON NEGRU),2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"136,262.40 lei",,,,,PEVO04,0104767,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005705VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
7,JN1TDNFE0U0105957,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),MARO COPPER (PLAFON NEGRU),2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"136,262.40 lei",,,,,PEVO04,0105957,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005706VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
8,JN1TDNFE0U0105880,28/05/2025,AUTOTURISM,NISSAN,ARIYA,87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus),ALBASTRU PEARL (PLAFON NEGRU),2023,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"136,662.59 lei",,,,,PEVO04,0105880,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005707VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
9,JN1TDNFE0U0450970,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",VERDE AURORA GREEN,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,669.93 lei",,,,,PEVO08,0450970,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005708VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
10,JN1TDNFE0U0450769,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",VERDE AURORA GREEN,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,669.93 lei",,,,,PEVO08,0450769,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005709VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
11,JN1TDNFE0U0451487,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",VERDE AURORA GREEN,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,669.93 lei",,,,,PEVO08,0451487,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005710VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
12,JN1TDNFE0U0450190,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",VERDE AURORA GREEN,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,669.93 lei",,,,,PEVO08,0450190,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005711VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
13,JN1TDNFE0U0451496,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",VERDE AURORA GREEN,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,669.93 lei",,,,,PEVO08,0451496,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005712VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
14,JN1TDNFE0U0450938,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",NEGRU PEARL BLACK,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,669.93 lei",,,,,PEVO08,0450938,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005713VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
15,JN1TDNFE0U0450135,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"152,203.04 lei",,,,,PEVO08,0450135,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005714VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
16,JN1TDNFE0U0450658,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"150,335.52 lei",,,,,PEVO08,0450658,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005715VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
17,JN1TDNFE0U0450939,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"150,335.52 lei",,,,,PEVO08,0450939,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005716VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
18,JN1TDNFE0U0450217,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"150,335.52 lei",,,,,PEVO08,0450217,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005717VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
19,JN1TDNFE0U0450068,28/05/2025,AUTOTURISM,NISSAN,ARIYA,"87kWh e4ORCE (4WD) 302CP Evolve std +P1 (jante 20""+piele premium)+P2 (22kW charger)",ALBASTRU PEARL (PLAFON NEGRU),2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"153,603.68 lei",,,,,PEVO08,0450068,,#DIV/0!,"35,700.00 ?",5.0920 lei,"181,784.40 lei","152,760.00 lei","29,024.40 lei",5/29/2025,RCRF4005718VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
20,JN1T33TB0U0026237,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,281.16 lei",,,,,PKAC02,0026237,,#DIV/0!,"28,853.50 ?",5.0920 lei,"146,922.03 lei","123,463.89 lei","23,458.14 lei",5/29/2025,RCRF4005719VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
21,JN1T33TB4U0022157,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,281.16 lei",,,,,PKAC02,0022157,,#DIV/0!,"28,853.50 ?",5.0920 lei,"146,922.03 lei","123,463.89 lei","23,458.14 lei",5/29/2025,RCRF4005720VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
22,JN1T33TB9U0022185,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,281.16 lei",,,,,PKAC02,0022185,,#DIV/0!,"28,853.50 ?",5.0920 lei,"146,922.03 lei","123,463.89 lei","23,458.14 lei",5/29/2025,RCRF4005721VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
23,JN1T33TB0U0022169,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,281.16 lei",,,,,PKAC02,0022169,,#DIV/0!,"28,853.50 ?",5.0920 lei,"146,922.03 lei","123,463.89 lei","23,458.14 lei",5/29/2025,RCRF4005722VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
24,JN1T33TB3U0026068,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,281.16 lei",,,,,PKAC02,0026068,,#DIV/0!,"28,853.50 ?",5.0920 lei,"146,922.03 lei","123,463.89 lei","23,458.14 lei",5/29/2025,RCRF4005723VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
25,JN1T33TB4U0026242,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI CHAMPAGNE SILVER,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,281.16 lei",,,,,PKAC02,0026242,,#DIV/0!,"28,853.50 ?",5.0920 lei,"146,922.03 lei","123,463.89 lei","23,458.14 lei",5/29/2025,RCRF4005724VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
26,JN1T33TB2U0026093,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,520.60 lei",,,,,PKAC02,0026093,,#DIV/0!,"28,918.50 ?",5.0920 lei,"147,253.00 lei","123,742.02 lei","23,510.98 lei",5/29/2025,RCRF4005725VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
27,JN1T33TB5U0026296,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",ALB WHITE PEARL,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,520.60 lei",,,,,PKAC02,0026296,,#DIV/0!,"28,918.50 ?",5.0920 lei,"147,253.00 lei","123,742.02 lei","23,510.98 lei",5/29/2025,RCRF4005726VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
28,JN1T33TB0U0025976,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",ALB WHITE PEARL,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,520.60 lei",,,,,PKAC02,0025976,,#DIV/0!,"28,918.50 ?",5.0920 lei,"147,253.00 lei","123,742.02 lei","23,510.98 lei",5/29/2025,RCRF4005727VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
29,JN1T33TB3U0026197,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, ACENTA std",ALB WHITE PEARL,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"106,520.60 lei",,,,,PKAC02,0026197,,#DIV/0!,"28,918.50 ?",5.0920 lei,"147,253.00 lei","123,742.02 lei","23,510.98 lei",5/29/2025,RCRF4005728VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
30,JN1T33TB3U0025969,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"111,787.96 lei",,,,,PKNC00,0025969,,#DIV/0!,"30,348.51 ?",5.0920 lei,"154,534.62 lei","129,861.02 lei","24,673.59 lei",5/29/2025,RCRF4005729VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
31,JN1T33TB1U0026134,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"111,787.96 lei",,,,,PKNC00,0026134,,#DIV/0!,"30,348.51 ?",5.0920 lei,"154,534.62 lei","129,861.02 lei","24,673.59 lei",5/29/2025,RCRF4005730VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
32,JN1T33TB4U0022207,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std+P1",GRI METALLIC GREY,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"124,165.10 lei",,,,,PKNC11,0022207,,#DIV/0!,"32,103.51 ?",5.0920 lei,"163,471.08 lei","137,370.65 lei","26,100.42 lei",5/29/2025,RCRF4005731VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
33,JN1T33TBXU0022292,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std+P1",GRI CHAMPAGNE SILVER,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"124,165.10 lei",,,,,PKNC11,0022292,,#DIV/0!,"32,103.51 ?",5.0920 lei,"163,471.08 lei","137,370.65 lei","26,100.42 lei",5/29/2025,RCRF4005732VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
34,JN1T33TB4U0022286,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std+P1",GRI CERAMIC,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"124,416.47 lei",,,,,PKNC11,0022286,,#DIV/0!,"32,168.51 ?",5.0920 lei,"163,802.04 lei","137,648.78 lei","26,153.27 lei",5/29/2025,RCRF4005733VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
35,JN1T33TB2U0022318,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std+P1",ROSU TINTED RED,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"124,416.47 lei",,,,,PKNC11,0022318,,#DIV/0!,"32,168.51 ?",5.0920 lei,"163,802.04 lei","137,648.78 lei","26,153.27 lei",5/29/2025,RCRF4005734VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
36,JN1T33TB5U0022233,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std+P1",ALBASTRU BLUE,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"124,165.10 lei",,,,,PKNC11,0022233,,#DIV/0!,"32,103.51 ?",5.0920 lei,"163,471.08 lei","137,370.65 lei","26,100.42 lei",5/29/2025,RCRF4005735VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
37,JN1T33TB9U0022266,28/05/2025,AUTOTURISM,NISSAN,X-Trail,"e4ORCE 5loc 211CP, N-CONNECTA std+P1",ALBASTRU BLUE,2024,,,,,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,,"124,165.10 lei",,,,,PKNC11,0022266,,#DIV/0!,"32,103.51 ?",5.0920 lei,"163,471.08 lei","137,370.65 lei","26,100.42 lei",5/29/2025,RCRF4005736VO,6/3/2025,UNICREDIT LEASING CORPORATION IFN SA,,,,,,,,,,10/22/2025,-45952,-,-,,,,-,,-,147,
38,VF1HJD40967183690,14/01/2025,AUTOUTILITARA,DACIA,DUSTER PICK-UP,COMFORT,BLANC GLACIER,2021,77479,1461,115,6/14/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"7,200.00 ?","12,500.00 ?",25.04.2025,POLISERV SELECTION SRL,,"4WD, CAROSARE IZOTERMA",7183690,B110SRJ,12.00%,"11,000.00 ?",5.0667 lei,"55,733.70 lei","46,835.04 lei","8,898.66 lei",5/30/2025,30456687,6/5/2025,POLISERV SELECTION SRL,"TAPITERIE UZATA+MURDARA, SCAUN SOFER GAURIT 2CM, VOLAN F UZAT, LIPSA BRICHETA+SCRUMIERA","PARBRIZ FISURAT 5CM, REVOPSIT BARA FATA+CAPOTA+USI FATA+ARIPA FATA ST, ZGARIAT+INFUNDAT USOR+CRAPAT 2CM BARA FATA, LIPSA CAPAC TRACTARE BARA SPATE+REVIZIE IN MANUAL, REVIZIE 75501KM (08.2024)-CONFORM ICM",12500,15031,13202,BUNA,10.04.2025/RS,800, - ,10/22/2025, - ,38,38,CIV,,,-,10.04.2025,#VALUE!,281,
39,UU1DJF01871801689,14/01/2025,AUTOTURISM,DACIA,DUSTER III,EXTREME,TERRACOTTA BRUN,2024,19155,1199,130,4/10/2024,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"16,516.74 ?","19,000.00 ?",27.03.2025,POLISERV SELECTION SRL,,2WD,1801689,B120KWV,1.58%,"18,700.00 ?",5.0667 lei,"94,747.29 lei","79,619.57 lei","15,127.72 lei",5/30/2025,30456688,6/5/2025,POLISERV SELECTION SRL,BUNA,"PARBRIZ CIOBIT 2CM, ZGARIETURI FINE USI DR, MARTOR SERVICE APRINS-NECESAR REVIZIE 1AN, MULTIPLE OTS-URI ROSII!!!",18500,21012,18604,F BUNA,06.03.2025/RS,200,2/5/2027,10/22/2025,471,8,36,CIV,,,3/4/2025,06.03.2025,#VALUE!,281,
40,VF1HJD40967321714,07/02/2025,AUTOTURISM,DACIA,DUSTER,PRESTIGE ,GRIS HIGHLAND,2021,38131,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"10,505.79 ?","16,500.00 ?",27.03.2025,POLISERV SELECTION SRL,,4WD,7321714,B110WGZ,10.00%,"14,850.00 ?",5.0667 lei,"75,240.50 lei","63,227.31 lei","12,013.19 lei",5/30/2025,30456689,6/5/2025,POLISERV SELECTION SRL,BUNA,"REVOPSIT APROAPE INTEGRAL, VOPSEA CAPOTA PATATA/EXFOLIATA, ZGARIAT USOR JANTE, CARTE SERVICE 27709KM (06.2023), REVIZIE 38131KM (03.2025)-CONFORM DEVIZ",16500,16705,14786,BUNA,04.03.2025/RS,200, - ,10/22/2025, - ,32,36,CIV,,,-,04.03.2025,#VALUE!,257,
41,VF1HJD40867321865,07/02/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRI COMETE,2021,53478,1461,115,6/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"8,843.30 ?","16,800.00 ?",27.03.2025,POLISERV SELECTION SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7321865,B110LAX,10.00%,"15,120.00 ?",5.0667 lei,"76,608.50 lei","64,376.89 lei","12,231.61 lei",5/30/2025,30456690,6/5/2025,POLISERV SELECTION SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,"MARTORI ESC+SERVODIRECTIE APRINSI, REVOPSIT BARA FATA, MICI PUNCTE VOPSEA SARITA CAPOTA, INFUNDAT 2CM PASAJ ARIPA SPATE DR, CARTE SERVICE 48190KM (06.2024)",16800,15769,13888,BUNA,13.03.2025/RS,100, - ,10/22/2025, - ,41,42,CIV,,,-,13.03.2025,#VALUE!,257,
42,VF1HJD40070511069,07/02/2025,AUTOTURISM,DACIA,DUSTER II F.2,EXTREME ,LICHEN KAKI,2023,68982,1332,150,2/9/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"14,032.41 ?","18,000.00 ?",27.03.2025,POLISERV SELECTION SRL,,4WD,0511069,B116RZO,5.00%,"17,100.00 ?",5.0667 lei,"86,640.57 lei","72,807.20 lei","13,833.37 lei",5/30/2025,30456691,6/5/2025,POLISERV SELECTION SRL,BUNA,"MICI CIUPITURI PARBRIZ, ZGARIETURI FINE PE AMBELE LATERALE+HAION, ZGARIAT USOR JANTE+ORNAMENT BARA FATA, INFUNDAT 5CM HAION+USA FATA ST, BARA FATA CRAPATA 3CM, CARTE SERVICE 59815KM (10.2024)",18000,19052,16879,BUNA,04.03.2025/RS,300,1/24/2026,10/22/2025,94,22,36,CIV,,,-,04.03.2025,#VALUE!,257,
